intent,utterance,type,example
ask_previous_score,Kiến trúc 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc năm 2023 là bao nhiêu,direct,
ask_previous_score,Kiến trúc 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc năm 2024 là bao nhiêu,direct,
ask_previous_score,Kiến trúc 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kiến trúc/ Kiến trúc công nghệ xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580101_02 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kiến trúc/ Kiến trúc công nghệ không,indirect,
ask_previous_score,Điểm chuẩn ngành Kiến trúc/ Kiến trúc công nghệ năm 2020 là bao nhiêu,direct,
ask_previous_score,Kiến trúc/ Kiến trúc công nghệ 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc/ Kiến trúc công nghệ năm 2021 là bao nhiêu,direct,
ask_previous_score,Kiến trúc/ Kiến trúc công nghệ 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc/ Kiến trúc công nghệ năm 2022 là bao nhiêu,direct,
ask_previous_score,Kiến trúc/ Kiến trúc công nghệ 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc/ Kiến trúc công nghệ năm 2023 là bao nhiêu,direct,
ask_previous_score,Kiến trúc/ Kiến trúc công nghệ 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc/ Kiến trúc công nghệ năm 2024 là bao nhiêu,direct,
ask_previous_score,Kiến trúc/ Kiến trúc công nghệ 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kiến trúc cảnh quan xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580102 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kiến trúc cảnh quan không,indirect,
ask_previous_score,Điểm chuẩn ngành Kiến trúc cảnh quan năm 2020 là bao nhiêu,direct,
ask_previous_score,Kiến trúc cảnh quan 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc cảnh quan năm 2021 là bao nhiêu,direct,
ask_previous_score,Kiến trúc cảnh quan 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc cảnh quan năm 2022 là bao nhiêu,direct,
ask_previous_score,Kiến trúc cảnh quan 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc cảnh quan năm 2023 là bao nhiêu,direct,
ask_previous_score,Kiến trúc cảnh quan 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc cảnh quan năm 2024 là bao nhiêu,direct,
ask_previous_score,Kiến trúc cảnh quan 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kiến trúc nội thất xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580103 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kiến trúc nội thất không,indirect,
ask_previous_score,Điểm chuẩn ngành Kiến trúc nội thất năm 2020 là bao nhiêu,direct,
ask_previous_score,Kiến trúc nội thất 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc nội thất năm 2021 là bao nhiêu,direct,
ask_previous_score,Kiến trúc nội thất 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc nội thất năm 2022 là bao nhiêu,direct,
ask_previous_score,Kiến trúc nội thất 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc nội thất năm 2023 là bao nhiêu,direct,
ask_previous_score,Kiến trúc nội thất 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kiến trúc nội thất năm 2024 là bao nhiêu,direct,
ask_previous_score,Kiến trúc nội thất 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Quy hoạch vùng và đô thị xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580105 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Quy hoạch vùng và đô thị không,indirect,
ask_previous_score,Điểm chuẩn ngành Quy hoạch vùng và đô thị năm 2020 là bao nhiêu,direct,
ask_previous_score,Quy hoạch vùng và đô thị 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoạch vùng và đô thị năm 2021 là bao nhiêu,direct,
ask_previous_score,Quy hoạch vùng và đô thị 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoạch vùng và đô thị năm 2022 là bao nhiêu,direct,
ask_previous_score,Quy hoạch vùng và đô thị 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoạch vùng và đô thị năm 2023 là bao nhiêu,direct,
ask_previous_score,Quy hoạch vùng và đô thị 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Quy hoạch vùng và đô thị năm 2024 là bao nhiêu,direct,
ask_previous_score,Quy hoạch vùng và đô thị 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Mỹ thuật Đô thị xét tổ hợp nào,direct,
ask_subject_combination,Mã 7210110 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Mỹ thuật Đô thị không,indirect,
ask_previous_score,Điểm chuẩn ngành Mỹ thuật Đô thị năm 2020 là bao nhiêu,direct,
ask_previous_score,Mỹ thuật Đô thị 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Mỹ thuật Đô thị năm 2021 là bao nhiêu,direct,
ask_previous_score,Mỹ thuật Đô thị 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Mỹ thuật Đô thị năm 2022 là bao nhiêu,direct,
ask_previous_score,Mỹ thuật Đô thị 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Mỹ thuật Đô thị năm 2023 là bao nhiêu,direct,
ask_previous_score,Mỹ thuật Đô thị 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Mỹ thuật Đô thị năm 2024 là bao nhiêu,direct,
ask_previous_score,Mỹ thuật Đô thị 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Thiết kế công nghiệp xét tổ hợp nào,direct,
ask_subject_combination,Mã 7210402 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Thiết kế công nghiệp không,indirect,
ask_previous_score,Điểm chuẩn ngành Thiết kế công nghiệp năm 2020 là bao nhiêu,direct,
ask_previous_score,Thiết kế công nghiệp 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế công nghiệp năm 2021 là bao nhiêu,direct,
ask_previous_score,Thiết kế công nghiệp 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế công nghiệp năm 2022 là bao nhiêu,direct,
ask_previous_score,Thiết kế công nghiệp 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế công nghiệp năm 2023 là bao nhiêu,direct,
ask_previous_score,Thiết kế công nghiệp 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế công nghiệp năm 2024 là bao nhiêu,direct,
ask_previous_score,Thiết kế công nghiệp 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Thiết kế đồ hoạ xét tổ hợp nào,direct,
ask_subject_combination,Mã 7210403 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Thiết kế đồ hoạ không,indirect,
ask_previous_score,Điểm chuẩn ngành Thiết kế đồ hoạ năm 2020 là bao nhiêu,direct,
ask_previous_score,Thiết kế đồ hoạ 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế đồ hoạ năm 2021 là bao nhiêu,direct,
ask_previous_score,Thiết kế đồ hoạ 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế đồ hoạ năm 2022 là bao nhiêu,direct,
ask_previous_score,Thiết kế đồ hoạ 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế đồ hoạ năm 2023 là bao nhiêu,direct,
ask_previous_score,Thiết kế đồ hoạ 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế đồ hoạ năm 2024 là bao nhiêu,direct,
ask_previous_score,Thiết kế đồ hoạ 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Thiết kế thời trang xét tổ hợp nào,direct,
ask_subject_combination,Mã 7210404 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Thiết kế thời trang không,indirect,
ask_previous_score,Điểm chuẩn ngành Thiết kế thời trang năm 2020 là bao nhiêu,direct,
ask_previous_score,Thiết kế thời trang 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế thời trang năm 2021 là bao nhiêu,direct,
ask_previous_score,Thiết kế thời trang 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế thời trang năm 2022 là bao nhiêu,direct,
ask_previous_score,Thiết kế thời trang 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế thời trang năm 2023 là bao nhiêu,direct,
ask_previous_score,Thiết kế thời trang 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Thiết kế thời trang năm 2024 là bao nhiêu,direct,
ask_previous_score,Thiết kế thời trang 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kỹ thuật xây dựng xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580201 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kỹ thuật xây dựng không,indirect,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng năm 2020 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng năm 2021 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng năm 2022 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng năm 2023 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng năm 2024 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580201_01 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp không,indirect,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp năm 2020 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp năm 2021 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp năm 2022 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp năm 2023 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp năm 2024 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Xây dựng Dân dụng và Công nghiệp 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580201_02 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình không,indirect,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình năm 2020 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình năm 2021 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình năm 2022 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình năm 2023 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình năm 2024 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Hệ thống kỹ thuật trong công trình 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kỹ thuật xây dựng/ Tin học xây dựng xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580201_03 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kỹ thuật xây dựng/ Tin học xây dựng không,indirect,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Tin học xây dựng năm 2020 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Tin học xây dựng 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Tin học xây dựng năm 2021 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Tin học xây dựng 2021 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Tin học xây dựng năm 2022 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Tin học xây dựng 2022 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Tin học xây dựng năm 2023 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Tin học xây dựng 2023 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Tin học xây dựng năm 2024 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Tin học xây dựng 2024 tổ hợp nan điểm bao nhiêu,followup,
ask_subject_combination,Ngành Kỹ thuật xây dựng/ Kỹ thuật Công trình thuỷ xét tổ hợp nào,direct,
ask_subject_combination,Mã 7580201_04 xét những tổ hợp nào,direct,
ask_subject_combination,Tổ hợp nan có vào được ngành Kỹ thuật xây dựng/ Kỹ thuật Công trình thuỷ không,indirect,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Kỹ thuật Công trình thuỷ năm 2020 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Kỹ thuật Công trình thuỷ 2020 tổ hợp nan điểm bao nhiêu,followup,
ask_previous_score,Điểm chuẩn ngành Kỹ thuật xây dựng/ Kỹ thuật Công trình thuỷ năm 2021 là bao nhiêu,direct,
ask_previous_score,Kỹ thuật xây dựng/ Kỹ thuật Công trình thuỷ 2021 tổ hợp nan điểm bao nhiêu,followup,
